"コード","銘柄名","市場","現在値","前日比(%)"
"9034","南総通運","東S","1598","-17.0(-1.05%)"
"9036","東部ネットワーク","東S","1338","-17.0(-1.25%)"
"9037","ハマキョウレックス","東P","1835","+5.0(+0.27%)"
"9039","サカイ引越センター","東P","3065","+35.0(+1.16%)"
"9041","近鉄グループＨＬＤＧ","東P","3648.0","+85.0(+2.39%)"
"9042","阪急阪神ＨＬＤＧ","東P","5111.0","+148.0(+2.98%)"
"9044","ＮＡＮＫＡＩ","東P","3170.0","+90.0(+2.92%)"
"9045","京阪ＨＬＤＧ","東P","3434.0","+75.0(+2.23%)"
"9046","神戸電鉄","東S","2525","+44.0(+1.77%)"
"9048","名古屋鉄道","東P","1994.5","+49.5(+2.54%)"
"9049","京福電気鉄道","東S","-","- (-%)"
"9051","センコン物流","東S","1300","-3.0(-0.23%)"
"9052","山陽電気鉄道","東P","2075","+51.0(+2.52%)"
"9057","遠州トラック","東S","3190","+5.0(+0.16%)"
"9059","カンダＨＬＤＧ","東S","885","+1.0(+0.11%)"
"9060","日本ロジテム","東S","4225","+35.0(+0.84%)"
"9063","岡山県貨物運送","東S","-","- (-%)"
"9064","ヤマトＨＬＤＧ","東P","2180.0","+61.0(+2.88%)"
"9065","山九","東P","9456.0","+48.0(+0.51%)"
"9068","丸全昭和運輸","東P","7800","+90.0(+1.17%)"
"9069","センコーグループＨＬＤＧ","東P","2261.5","+65.5(+2.98%)"
"9072","ニッコンＨＬＤＧ","東P","5030.0","+9.0(+0.18%)"
"9073","京極運輸商事","東S","1240","+5.0(+0.40%)"
"9074","日本石油輸送","東S","5200","-230.0(-4.24%)"
"9075","福山通運","東P","6140","+0.0(+0.00%)"
"9076","セイノーＨＬＤＧ","東P","2714.5","-10.5(-0.39%)"
"9081","神奈川中央交通","東P","4070","+80.0(+2.01%)"
"9082","大和自動車交通","東S","1770","+45.0(+2.61%)"
"9083","神姫バス","東S","1961","-6.0(-0.31%)"
"9087","タカセ","東S","2000","+40.0(+2.04%)"
"9090","ＡＺ−ＣＯＭ丸和ＨＬＤＧ","東P","950","+16.0(+1.71%)"
"9101","日本郵船","東P","6141.0","+121.0(+2.01%)"
"9104","商船三井","東P","5953.0","+90.0(+1.54%)"
"9107","川崎汽船","東P","2855.0","+39.5(+1.40%)"
"9110","ＮＳユナイテッド海運","東P","7600","+100.0(+1.33%)"
"9115","明海グループ","東S","796","-55.0(-6.46%)"
"9119","飯野海運","東P","1509","-1.0(-0.07%)"
"9127","玉井商船","東S","2808","+28.0(+1.01%)"
"9130","共栄タンカー","東S","1399","-31.0(-2.17%)"
"9142","九州旅客鉄道","東P","3811.0","+27.0(+0.71%)"
"9143","ＳＧ　ＨＬＤＧ","東P","1660.0","+35.5(+2.19%)"
"9145","ビーイングＨＬＤＧ","東S","570","+2.0(+0.35%)"
"9147","ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳ","東P","5372.0","+5.0(+0.09%)"
"9158","シーユーシー","東G","779","+8.0(+1.04%)"
"9159","Ｗ　ＴＯＫＹＯ","東G","1880","-16.0(-0.84%)"
"9160","オンザページ","東S","302","-2.0(-0.66%)"
"9162","ブリーチ","東G","228","-4.0(-1.72%)"
"9163","ナレルグループ","東G","2355","+53.0(+2.30%)"
"9165","クオルテック","東G","1715","+20.0(+1.18%)"
"9166","ＧＥＮＤＡ","東G","587","-1.0(-0.17%)"
"9168","ライズ・コンサルティング・グル","東G","409","+6.0(+1.49%)"
"9171","栗林商船","東S","1698","+53.0(+3.22%)"
"9173","東海汽船","東S","2925","-1.0(-0.03%)"
"9193","東京汽船","東S","854","-1.0(-0.12%)"
"9201","日本航空","東P","3048.0","+59.5(+1.99%)"
"9202","ＡＮＡ　ＨＬＤＧ","東P","3221.0","+81.0(+2.58%)"
"9204","スカイマーク","東G","410","-2.0(-0.49%)"
"9206","スターフライヤー","東S","1926","+0.0(+0.00%)"
"9211","エフ・コード","東G","1310","-27.0(-2.02%)"
"9212","Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓ","東G","259","-9.0(-3.36%)"
"9213","セイファート","東S","1050","+0.0(+0.00%)"
"9214","Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎ","東G","1280","+20.0(+1.59%)"
"9215","ＣａＳｙ","東G","931","-2.0(-0.21%)"
"9216","ビーウィズ","東P","1629","+19.0(+1.18%)"
"9218","メンタルヘルステクノロジーズ","東G","740","-2.0(-0.27%)"
"9219","ギックス","東G","865","-7.0(-0.80%)"
"9220","エフビー介護サービス","東S","1238","+16.0(+1.31%)"
"9221","フルハシＥＰＯ","東S","1271","+24.0(+1.92%)"
"9223","ＡＳＮＯＶＡ","東G","433","+12.0(+2.85%)"
"9225","ブリッジコンサルティンググルー","東G","-","- (-%)"
"9227","マイクロ波化学","東G","922","+105.0(+12.85%)"
"9229","サンウェルズ","東P","124","-2.0(-1.59%)"
"9233","アジア航測","東S","1147","+26.0(+2.32%)"
"9235","売れるネット広告社グループ","東G","487","-9.0(-1.81%)"
"9236","ジャパンＭ＆Ａソリューション","東G","1150","+67.0(+6.19%)"
"9237","笑美面","東G","827","-7.0(-0.84%)"
"9238","バリュークリエーション","東G","391","-10.0(-2.49%)"
"9240","デリバリーコンサルティング","東G","396","-1.0(-0.25%)"
"9241","フューチャーリンクネットワーク","東G","1356","-36.0(-2.59%)"
"9242","メディア総研","東G","2002","-18.0(-0.89%)"
"9244","デジタリフト","東G","1244","+15.0(+1.22%)"
"9245","リベロ","東G","2040","+40.0(+2.00%)"
"9246","プロジェクトＨＬＤＧ","東G","1057","+6.0(+0.57%)"
"9247","TRE ＨＬＤＧ","東P","1976","-1.0(-0.05%)"
"9248","人・夢・技術グループ","東S","1594","+24.0(+1.53%)"
"9249","日本エコシステム","東S","1611","-13.0(-0.80%)"
"9250","ＧＲＣＳ","東G","885","-2.0(-0.23%)"
"9251","ＡＢ＆Ｃｏｍｐａｎｙ","東G","1376","+20.0(+1.47%)"
"9252","ラストワンマイル","東G","3805","-45.0(-1.17%)"
"9253","スローガン","東G","717","+0.0(+0.00%)"
"9254","ラバブルマーケティンググループ","東G","1158","+23.0(+2.03%)"
"9256","サクシード","東G","1446","-400.0(-21.67%)"
"9257","ＹＣＰＨＬＤＧ（グローバル）","東G","440","-10.0(-2.22%)"
"9258","ＣＳ−Ｃ","東G","329","+5.0(+1.54%)"
"9259","タカヨシＨＬＤＧ","東G","863","-13.0(-1.48%)"
"9262","シルバーライフ","東S","675","+16.0(+2.43%)"
"9264","ポエック","東S","1709","-1.0(-0.06%)"
"9265","ヤマシタヘルスケアＨＬＤＧ","東S","3480","-40.0(-1.14%)"
"9267","Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅ","東P","4155","+140.0(+3.49%)"
"9268","オプティマスグループ","東S","404","+1.0(+0.25%)"
"9270","バリュエンスＨＬＤＧ","東G","1838","+0.0(+0.00%)"
"9271","和心","東G","972","-12.0(-1.22%)"
"9272","ブティックス","東G","1487","+42.0(+2.91%)"
"9273","コーア商事ＨＬＤＧ","東P","789","+17.0(+2.20%)"
"9274","ＫＰＰグループＨＬＤＧ","東P","1098","+6.0(+0.55%)"
"9278","ブックオフグループＨＬＤＧ","東P","2858","+125.0(+4.57%)"
"9279","ギフトＨＬＤＧ","東P","5060","+95.0(+1.91%)"
"9301","三菱倉庫","東P","1614.0","-19.5(-1.19%)"
"9302","三井倉庫ＨＬＤＧ","東P","3673.0","+11.0(+0.30%)"
"9303","住友倉庫","東P","4140","+85.0(+2.10%)"
"9304","澁澤倉庫","東P","1706","-21.0(-1.22%)"
"9305","ヤマタネ","東P","2182","+42.0(+1.96%)"
"9306","東陽倉庫","東S","2015","-24.0(-1.18%)"
"9307","杉村倉庫","東S","1040","+19.0(+1.86%)"
"9308","乾汽船","東S","1875","+3.0(+0.16%)"
"9310","日本トランスシティ","東P","1377","+35.0(+2.61%)"
"9311","アサガミ","東S","-","- (-%)"
"9312","ケイヒン","東S","2847","+1.0(+0.04%)"
"9313","丸八倉庫","東S","1072","+16.0(+1.52%)"
"9319","中央倉庫","東P","1871","+32.0(+1.74%)"
"9322","川西倉庫","東S","2400","-14.0(-0.58%)"
"9324","安田倉庫","東P","2588","-14.0(-0.54%)"
"9325","ファイズＨＬＤＧ","東S","1130","-8.0(-0.70%)"
"9326","関通ＨＬＤＧ","東G","488","-1.0(-0.20%)"
"9327","イー・ロジット","東S","182","-3.0(-1.62%)"
"9330","揚羽","東G","865","-9.0(-1.03%)"
"9331","キャスター","東G","734","-10.0(-1.34%)"
"9332","ＮＩＳＳＯＨＬＤＧ","東P","644","+16.0(+2.55%)"
"9336","大栄環境","東P","3915","+120.0(+3.16%)"
"9337","トリドリ","東G","1614","-52.0(-3.12%)"
"9339","コーチ・エィ","東S","1405","+43.0(+3.16%)"
"9340","アソインターナショナル","東S","712","-3.0(-0.42%)"
"9341","ＧＥＮＯＶＡ","東P","640","+9.0(+1.43%)"
"9342","スマサポ","東G","884","+0.0(+0.00%)"
"9343","アイビス","東G","781","+6.0(+0.77%)"
"9344","アクシスコンサルティング","東G","924","-1.0(-0.11%)"
"9345","ビズメイツ","東G","649","-1.0(-0.15%)"
"9346","ココルポート","東G","1648","-2.0(-0.12%)"
"9347","日本管財ＨＬＤＧ","東P","2873","+54.0(+1.92%)"
"9348","ｉｓｐａｃｅ","東G","400","-8.0(-1.96%)"
"9351","東洋埠頭","東S","1821","-2.0(-0.11%)"
"9353","櫻島埠頭","東S","2960","+0.0(+0.00%)"
"9355","リンコーコーポレーション","東S","-","- (-%)"
"9360","鈴与シンワート","東S","2940","-10.0(-0.34%)"
"9361","伏木海陸運送","東S","-","- (-%)"
"9362","兵機海運","東S","-","- (-%)"
"9363","大運","東S","522","+2.0(+0.38%)"
"9364","上組","東P","5282.0","+34.0(+0.65%)"
"9365","トレーディア","東S","1688","+36.0(+2.18%)"
"9366","サンリツ","東S","1004","-16.0(-1.57%)"
"9367","大東港運","東S","1881","+1.0(+0.05%)"
"9368","キムラユニティー","東S","909","+0.0(+0.00%)"
"9369","キユーソー流通システム","東S","2910","+13.0(+0.45%)"
"9376","ユーラシア旅行社","東S","808","-1.0(-0.12%)"
"9380","東海運","東S","416","+4.0(+0.97%)"
"9381","エーアイテイー","東P","2362","+33.0(+1.42%)"
"9385","ショーエイコーポレーション","東S","768","+0.0(+0.00%)"
"9399","ビートＨＬＤＧ","東S","13","+0.0(+0.00%)"
"9401","ＴＢＳＨＬＤＧ","東P","6358.0","+81.0(+1.29%)"
"9404","日本テレビＨＬＤＧ","東P","3055.0","+87.5(+2.95%)"
"9405","朝日放送グループＨＬＤＧ","東P","855","+15.0(+1.79%)"
"9408","ＢＳＮメディアＨＬＤＧ","東S","-","- (-%)"
"9409","テレビ朝日ＨＬＤＧ","東P","3265","+70.0(+2.19%)"
"9412","スカパーＪＳＡＴ","東P","2040","-133.0(-6.12%)"
"9413","テレビ東京ＨＬＤＧ","東P","3675","+35.0(+0.96%)"
"9414","日本ＢＳ放送","東S","918","-3.0(-0.33%)"
"9416","ビジョン","東P","1049","+26.0(+2.54%)"
"9417","スマートバリュー","東S","332","+1.0(+0.30%)"
"9418","Ｕ−ＮＥＸＴ　ＨＬＤＧ","東P","1795","+53.0(+3.04%)"
"9419","ワイヤレスゲート","東S","287","+0.0(+0.00%)"
"9421","エヌジェイＨＬＤＧ","東S","500","+2.0(+0.40%)"
"9423","フォーバル・リアルストレート","東S","103","+0.0(+0.00%)"
"9424","日本通信","東P","114","+2.0(+1.79%)"
"9425","ＲｅＹｕｕ　Ｊａｐａｎ","東S","187","-15.0(-7.43%)"
"9428","クロップス","東S","1330","+1.0(+0.08%)"
"9432","ＮＴＴ","東P","160.3","+3.9(+2.49%)"
"9433","ＫＤＤＩ","東P","3108.0","+115.0(+3.84%)"
"9434","ソフトバンク","東P","235.9","+5.1(+2.21%)"
"9435","光通信","東P","40270.0","+1,700.0(+4.41%)"
"9436","沖縄セルラー電話","東S","3735","-60.0(-1.58%)"
"9438","エムティーアイ","東P","639","+20.0(+3.23%)"
"9439","エム・エイチ・グループ","東S","227","+3.0(+1.34%)"
"9441","ベルパーク","東S","2837","+10.0(+0.35%)"
"9444","トーシンＨＬＤＧ","東S","223","-7.0(-3.04%)"
"9445","フォーバルテレコム","東S","540","+6.0(+1.12%)"
"9446","サカイＨＬＤＧ","東S","687","+2.0(+0.29%)"
"9449","ＧＭＯインターネットグループ","東P","4258.0","+158.0(+3.85%)"
"9450","ファイバーゲート","東S","775","+7.0(+0.91%)"
"9466","アイドママーケティングコミュニ","東S","224","+0.0(+0.00%)"
"9467","アルファポリス","東G","1103","+65.0(+6.26%)"
"9468","ＫＡＤＯＫＡＷＡ","東P","3620.0","+54.0(+1.51%)"
"9470","学研ＨＬＤＧ","東P","1039","+17.0(+1.66%)"
"9474","ゼンリン","東P","956","+12.0(+1.27%)"
"9475","昭文社ＨＬＤＧ","東S","503","+3.0(+0.60%)"
"9476","中央経済社ＨＬＤＧ","東S","998","-1.0(-0.10%)"
"9478","ＳＥ　Ｈ＆インキュベーションズ","東S","507","+1.0(+0.20%)"
"9501","東京電力ＨＬＤＧ","東P","533.7","+10.1(+1.93%)"
"9502","中部電力","東P","2816.0","-50.0(-1.74%)"
"9503","関西電力","東P","2465.0","+45.0(+1.86%)"
"9504","中国電力","東P","954.0","+6.1(+0.64%)"
"9505","北陸電力","東P","990.8","+35.6(+3.73%)"
"9506","東北電力","東P","1192.5","+29.0(+2.49%)"
"9507","四国電力","東P","1605.5","+14.5(+0.91%)"
"9508","九州電力","東P","1838.5","+18.5(+1.02%)"
"9509","北海道電力","東P","1028.5","+7.5(+0.73%)"
"9511","沖縄電力","東P","940","+9.0(+0.97%)"
"9513","電源開発","東P","3849.0","+29.0(+0.76%)"
"9514","エフオン","東S","329","+4.0(+1.23%)"
"9517","イーレックス","東P","876","+17.0(+1.98%)"
"9519","レノバ","東P","963","-20.0(-2.03%)"
"9531","東京瓦斯","東P","6290.0","+55.0(+0.88%)"
"9532","大阪瓦斯","東P","5616.0","+80.0(+1.45%)"
"9533","東邦瓦斯","東P","1226.0","+18.5(+1.53%)"
"9534","北海道瓦斯","東P","791","+8.0(+1.02%)"
"9535","広島ガス","東P","431","+12.0(+2.86%)"
"9536","西部ガスＨＬＤＧ","東P","2369","+18.0(+0.77%)"
"9537","北陸瓦斯","東S","4500","+160.0(+3.69%)"
"9539","京葉瓦斯","東S","1466","+7.0(+0.48%)"
"9543","静岡ガス","東P","1288","+9.0(+0.70%)"
"9551","メタウォーター","東P","3065","+0.0(+0.00%)"
"9552","クオンツ総研ＨＬＤＧ","東P","922","+19.0(+2.10%)"
"9553","マイクロアド","東G","583","+0.0(+0.00%)"
"9554","ＡＶｉＣ","東G","1536","+1.0(+0.07%)"
"9556","ＩＮＴＬＯＯＰ","東G","1885","-2.0(-0.11%)"
"9557","エアークローゼット","東G","187","+1.0(+0.54%)"
"9558","ジャパニアス","東G","1965","+9.0(+0.46%)"
"9560","プログリット","東G","827","+2.0(+0.24%)"
"9561","グラッドキューブ","東G","395","-4.0(-1.00%)"
"9562","ビジネスコーチ","東G","502","+4.0(+0.80%)"
"9563","Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇ","東G","298","-5.0(-1.65%)"
"9564","ＦＣＥ","東S","533","-17.0(-3.09%)"
"9565","ＧＬＯＥ","東G","665","-1.0(-0.15%)"
"9601","松竹","東P","11970","+460.0(+4.00%)"
"9602","東宝","東P","1598.5","+64.5(+4.20%)"
"9603","エイチ・アイ・エス","東P","1093","+42.0(+4.00%)"
"9605","東映","東P","6400","+410.0(+6.84%)"
"9610","ウィルソン・ラーニング　ワール","東S","114","-1.0(-0.87%)"
"9612","ラックランド","東P","1280","+22.0(+1.75%)"
"9616","共立メンテナンス","東P","3370.0","+88.0(+2.68%)"
"9619","イチネンＨＬＤＧ","東P","2410","+35.0(+1.47%)"
"9621","建設技術研究所","東P","2976","-2.0(-0.07%)"
"9622","スペース","東P","1472","+19.0(+1.31%)"
"9625","セレスポ","東S","1080","+0.0(+0.00%)"
"9627","アインＨＬＤＧ","東P","6304.0","+291.0(+4.84%)"
"9628","燦ＨＬＤＧ","東P","1521","+46.0(+3.12%)"
"9629","ピー・シー・エー","東P","1444","-7.0(-0.48%)"
"9632","スバル興業","東S","3660","+65.0(+1.81%)"
"9633","東京テアトル","東S","1640","-6.0(-0.36%)"
"9635","武蔵野興業","東S","2539","+0.0(+0.00%)"
"9636","きんえい","東S","4345","+65.0(+1.52%)"
"9639","三協フロンテア","東S","2320","+44.0(+1.93%)"
"9640","セゾンテクノロジー","東S","2077","-2.0(-0.10%)"
"9644","タナベコンサルティンググループ","東P","775","+9.0(+1.17%)"
"9647","協和コンサルタンツ","東S","6160","-60.0(-0.96%)"
"9651","日本プロセス","東S","1949","+65.0(+3.45%)"
"9656","グリーンランドリゾート","東S","598","-5.0(-0.83%)"
"9658","ビジネスブレイン太田昭和","東P","1085","+30.0(+2.84%)"
"9661","歌舞伎座","東S","4470","+5.0(+0.11%)"
"9663","ナガワ","東P","5420","+220.0(+4.23%)"
"9672","東京都競馬","東P","5080","+70.0(+1.40%)"
"9678","カナモト","東P","5280","+210.0(+4.14%)"
"9679","ホウライ","東S","2348","-41.0(-1.72%)"
"9682","ＤＴＳ","東P","1167","+36.0(+3.18%)"
"9684","スクウェア・エニックスＨＬＤＧ","東P","2923.5","+222.5(+8.24%)"
"9685","ＫＹＣＯＭ　ＨＬＤＧ","東S","574","-1.0(-0.17%)"
"9686","東洋テック","東S","1641","-12.0(-0.73%)"
"9687","ＫＳＫ","東S","4535","-25.0(-0.55%)"
"9691","両毛システムズ","東S","5150","+0.0(+0.00%)"
"9692","シーイーシー","東P","2346","+62.0(+2.71%)"
"9697","カプコン","東P","4229.0","+700.0(+19.84%)"
"9698","クレオ","東S","1288","+33.0(+2.63%)"
"9699","ニシオＨＬＤＧ","東P","4390","+205.0(+4.90%)"
"9701","東京會舘","東S","4200","-30.0(-0.71%)"
"9702","アイ・エス・ビー","東P","2376","+47.0(+2.02%)"
"9704","アゴーラ　ホスピタリティー","東S","32","+1.0(+3.23%)"
"9706","日本空港ビルデング","東P","5785.0","+172.0(+3.06%)"
"9708","帝国ホテル","東S","1000","+4.0(+0.40%)"
"9709","ＮＣＳ＆Ａ","東S","1312","+32.0(+2.50%)"
"9713","ロイヤルホテル","東S","905","+0.0(+0.00%)"
"9715","トランス・コスモス","東P","3925","+130.0(+3.43%)"
"9716","乃村工藝社","東P","1215","+7.0(+0.58%)"
"9720","ホテル、ニューグランド","東S","6170","+40.0(+0.65%)"
"9722","藤田観光","東P","1985","-33.0(-1.64%)"
"9723","京都ホテル","東S","639","+0.0(+0.00%)"
"9726","ＫＮＴ―ＣＴ　ＨＬＤＧ","東S","1918","+29.0(+1.54%)"
"9729","トーカイ","東P","2544","+66.0(+2.66%)"
"9731","白洋舎","東S","3445","+10.0(+0.29%)"
"9733","ナガセ","東S","2347","+42.0(+1.82%)"
"9735","セコム","東P","7172.0","+248.0(+3.58%)"
"9739","ＮＳＷ","東P","2599","+48.0(+1.88%)"
"9740","セントラル警備保障","東P","2917","+141.0(+5.08%)"
"9742","アイネス","東P","2239","+58.0(+2.66%)"
"9743","丹青社","東P","1440","-4.0(-0.28%)"
"9744","メイテックグループＨＬＤＧ","東P","3390.0","+36.0(+1.07%)"
"9746","ＴＫＣ","東P","4050","+140.0(+3.58%)"
"9753","アイエックス・ナレッジ","東S","1259","-24.0(-1.87%)"
"9755","応用地質","東P","2850","+29.0(+1.03%)"
"9757","船井総研ＨＬＤＧ","東P","1165","+30.0(+2.64%)"
"9759","ＮＳＤ","東P","2929.0","+91.0(+3.21%)"
"9760","進学会ＨＬＤＧ","東S","119","+0.0(+0.00%)"
"9761","東海リース","東S","2390","+20.0(+0.84%)"
"9763","丸建リース","東S","1256","-4.0(-0.32%)"
"9765","オオバ","東P","1135","+10.0(+0.89%)"
"9766","コナミグループ","東P","22705.0","+2,565.0(+12.74%)"
"9767","日建工学","東S","1510","-1.0(-0.07%)"
"9768","いであ","東S","3515","+25.0(+0.72%)"
"9769","学究社","東P","2776","+52.0(+1.91%)"
"9778","昴","東S","5700","-80.0(-1.38%)"
"9780","ハリマビステム","東S","924","-3.0(-0.32%)"
"9782","ディーエムエス","東S","3560","+85.0(+2.45%)"
"9788","ナック","東P","545","+6.0(+1.11%)"
"9790","福井コンピュータＨＬＤＧ","東P","3260","+125.0(+3.99%)"
"9791","ビケンテクノ","東S","1201","-5.0(-0.41%)"
"9793","ダイセキ","東P","3860","+15.0(+0.39%)"
"9795","ステップ","東P","2249","+6.0(+0.27%)"
"9799","旭情報サービス","東S","945","-2.0(-0.21%)"
"9812","テーオーＨＬＤＧ","東S","232","+2.0(+0.87%)"
"9816","ストライダーズ","東S","244","-1.0(-0.41%)"
"9818","大丸エナウィン","東S","1527","+12.0(+0.79%)"
"9820","エムティジェネックス","東S","3605","-65.0(-1.77%)"
"9823","マミーマートＨＬＤＧ","東S","1081","+31.0(+2.95%)"
"9824","泉州電業","東P","5840","-140.0(-2.34%)"
"9827","リリカラ","東S","626","+0.0(+0.00%)"
"9828","Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉ","東S","3580","+145.0(+4.22%)"
"9830","トラスコ中山","東P","2416","+34.0(+1.43%)"
"9831","ヤマダＨＬＤＧ","東P","764.8","+25.5(+3.45%)"
"9832","オートバックスセブン","東P","1575","+31.0(+2.01%)"
"9835","ジュンテンドー","東S","508","+0.0(+0.00%)"
"9837","モリト","東P","1802","+7.0(+0.39%)"
"9842","アークランズ","東P","1990","+62.0(+3.22%)"
"9843","ニトリＨＬＤＧ","東P","2731.0","+110.5(+4.22%)"
